any;comarca o Aran;edat;sexe;concepte;estat;valor
1986;Selva;25 anys;dones;població;;783
1986;Selva;25 anys;total;població;;1595
1986;Selva;26 anys;homes;població;;747
1986;Selva;26 anys;dones;població;;730
1986;Selva;26 anys;total;població;;1477
1986;Selva;27 anys;homes;població;;782
1986;Selva;27 anys;dones;població;;757
1986;Selva;27 anys;total;població;;1539
1986;Selva;28 anys;homes;població;;752
1986;Selva;28 anys;dones;població;;755
1986;Selva;28 anys;total;població;;1507
1986;Selva;29 anys;homes;població;;695
1986;Selva;29 anys;dones;població;;727
1986;Selva;29 anys;total;població;;1422
1986;Selva;30 anys;homes;població;;719
1986;Selva;30 anys;dones;població;;673
1986;Selva;30 anys;total;població;;1392
1986;Selva;31 anys;homes;població;;726
1986;Selva;31 anys;dones;població;;656
1986;Selva;31 anys;total;població;;1382
1986;Selva;32 anys;homes;població;;677
1986;Selva;32 anys;dones;població;;637
1986;Selva;32 anys;total;població;;1314
1986;Selva;33 anys;homes;població;;718
1986;Selva;33 anys;dones;població;;625
1986;Selva;33 anys;total;població;;1343
1986;Selva;34 anys;homes;població;;675
1986;Selva;34 anys;dones;població;;613
1986;Selva;34 anys;total;població;;1288
1986;Selva;35 anys;homes;població;;667
1986;Selva;35 anys;dones;població;;597
1986;Selva;35 anys;total;població;;1264
1986;Selva;36 anys;homes;població;;633
1986;Selva;36 anys;dones;població;;603
1986;Selva;36 anys;total;població;;1236
1986;Selva;37 anys;homes;població;;651
1986;Selva;37 anys;dones;població;;634
1986;Selva;37 anys;total;població;;1285
1986;Selva;38 anys;homes;població;;671
1986;Selva;38 anys;dones;població;;629
1986;Selva;38 anys;total;població;;1300
1986;Selva;39 anys;homes;població;;551
1986;Selva;39 anys;dones;població;;553
1986;Selva;39 anys;total;població;;1104
1986;Selva;40 anys;homes;població;;597
1986;Selva;40 anys;dones;població;;584
1986;Selva;40 anys;total;població;;1181
1986;Selva;41 anys;homes;població;;624
1986;Selva;41 anys;dones;població;;539
1986;Selva;41 anys;total;població;;1163
1986;Selva;42 anys;homes;població;;620
1986;Selva;42 anys;dones;població;;506
1986;Selva;42 anys;total;població;;1126
1986;Selva;43 anys;homes;població;;513
1986;Selva;43 anys;dones;població;;508
1986;Selva;43 anys;total;població;;1021
1986;Selva;44 anys;homes;població;;456
1986;Selva;44 anys;dones;població;;470
1986;Selva;44 anys;total;població;;926
1986;Selva;45 anys;homes;població;;515
1986;Selva;45 anys;dones;població;;545
1986;Selva;45 anys;total;població;;1060
1986;Selva;46 anys;homes;població;;420
1986;Selva;46 anys;dones;població;;368
1986;Selva;46 anys;total;població;;788
1986;Selva;47 anys;homes;població;;370
1986;Selva;47 anys;dones;població;;361
1986;Selva;47 anys;total;població;;731
1986;Selva;48 anys;homes;població;;489
1986;Selva;48 anys;dones;població;;505
1986;Selva;48 anys;total;població;;994
1986;Selva;49 anys;homes;població;;589
1986;Selva;49 anys;dones;població;;540
1986;Selva;49 anys;total;població;;1129
1986;Selva;50 anys;homes;població;;554
1986;Selva;50 anys;dones;població;;516
1986;Selva;50 anys;total;població;;1070
1986;Selva;51 anys;homes;població;;543
1986;Selva;51 anys;dones;població;;508
1986;Selva;51 anys;total;població;;1051
1986;Selva;52 anys;homes;població;;558
1986;Selva;52 anys;dones;població;;545
1986;Selva;52 anys;total;població;;1103
1986;Selva;53 anys;homes;població;;560
1986;Selva;53 anys;dones;població;;517
1986;Selva;53 anys;total;població;;1077
1986;Selva;54 anys;homes;població;;562
1986;Selva;54 anys;dones;població;;537
1986;Selva;54 anys;total;població;;1099
1986;Selva;55 anys;homes;població;;532
1986;Selva;55 anys;dones;població;;561
1986;Selva;55 anys;total;població;;1093
1986;Selva;56 anys;homes;població;;536
1986;Selva;56 anys;dones;població;;536
1986;Selva;56 anys;total;població;;1072
1986;Selva;57 anys;homes;població;;443
1986;Selva;57 anys;dones;població;;513
1986;Selva;57 anys;total;població;;956
1986;Selva;58 anys;homes;població;;500
1986;Selva;58 anys;dones;població;;489
1986;Selva;58 anys;total;població;;989
1986;Selva;59 anys;homes;població;;521
1986;Selva;59 anys;dones;població;;531
1986;Selva;59 anys;total;població;;1052
1986;Selva;60 anys;homes;població;;507
1986;Selva;60 anys;dones;població;;514
1986;Selva;60 anys;total;població;;1021
1986;Selva;61 anys;homes;població;;504
1986;Selva;61 anys;dones;població;;452
1986;Selva;61 anys;total;població;;956
1986;Selva;62 anys;homes;població;;491
1986;Selva;62 anys;dones;població;;451
1986;Selva;62 anys;total;població;;942
1986;Selva;63 anys;homes;població;;444
1986;Selva;63 anys;dones;població;;455
1986;Selva;63 anys;total;població;;899
1986;Selva;64 anys;homes;població;;485
1986;Selva;64 anys;dones;població;;483
1986;Selva;64 anys;total;població;;968
1986;Selva;65 anys;homes;població;;395
1986;Selva;65 anys;dones;població;;427
1986;Selva;65 anys;total;població;;822
1986;Selva;66 anys;homes;població;;315
1986;Selva;66 anys;dones;població;;389
1986;Selva;66 anys;total;població;;704
1986;Selva;67 anys;homes;població;;302
1986;Selva;67 anys;dones;població;;375
1986;Selva;67 anys;total;població;;677
1986;Selva;68 anys;homes;població;;280
1986;Selva;68 anys;dones;població;;351
1986;Selva;68 anys;total;població;;631
1986;Selva;69 anys;homes;població;;266
1986;Selva;69 anys;dones;població;;356
1986;Selva;69 anys;total;població;;622
1986;Selva;70 anys;homes;població;;270
1986;Selva;70 anys;dones;població;;332
1986;Selva;70 anys;total;població;;602
1986;Selva;71 anys;homes;població;;254
1986;Selva;71 anys;dones;població;;344
1986;Selva;71 anys;total;població;;598
1986;Selva;72 anys;homes;població;;267
1986;Selva;72 anys;dones;població;;340
1986;Selva;72 anys;total;població;;607
1986;Selva;73 anys;homes;població;;264
1986;Selva;73 anys;dones;població;;303
1986;Selva;73 anys;total;població;;567
1986;Selva;74 anys;homes;població;;223
1986;Selva;74 anys;dones;població;;294
1986;Selva;74 anys;total;població;;517
1986;Selva;75 anys;homes;població;;214
1986;Selva;75 anys;dones;població;;283
1986;Selva;75 anys;total;població;;497
1986;Selva;76 anys;homes;població;;181
1986;Selva;76 anys;dones;població;;280
1986;Selva;76 anys;total;població;;461
1986;Selva;77 anys;homes;població;;195
1986;Selva;77 anys;dones;població;;218
1986;Selva;77 anys;total;població;;413
1986;Selva;78 anys;homes;població;;173
1986;Selva;78 anys;dones;població;;243
1986;Selva;78 anys;total;població;;416
1986;Selva;79 anys;homes;població;;175
1986;Selva;79 anys;dones;població;;211
1986;Selva;79 anys;total;població;;386
1986;Selva;80 anys;homes;població;;123
1986;Selva;80 anys;dones;població;;195
1986;Selva;80 anys;total;població;;318
1986;Selva;81 anys;homes;població;;106
1986;Selva;81 anys;dones;població;;181
1986;Selva;81 anys;total;població;;287
1986;Selva;82 anys;homes;població;;94
1986;Selva;82 anys;dones;població;;162
1986;Selva;82 anys;total;població;;256
1986;Selva;83 anys;homes;població;;64
1986;Selva;83 anys;dones;població;;139
1986;Selva;83 anys;total;població;;203
1986;Selva;84 anys;homes;població;;73
1986;Selva;84 anys;dones;població;;103
1986;Selva;84 anys;total;població;;176
1986;Selva;85 anys;homes;població;;56
1986;Selva;85 anys;dones;població;;109
1986;Selva;85 anys;total;població;;165
1986;Selva;86 anys;homes;població;;38
1986;Selva;86 anys;dones;població;;77
1986;Selva;86 anys;total;població;;115
1986;Selva;87 anys;homes;població;;24
1986;Selva;87 anys;dones;població;;60
1986;Selva;87 anys;total;població;;84
1986;Selva;88 anys;homes;població;;20
1986;Selva;88 anys;dones;població;;54
1986;Selva;88 anys;total;població;;74
1986;Selva;89 anys;homes;població;;20
1986;Selva;89 anys;dones;població;;41
1986;Selva;89 anys;total;població;;61
1986;Selva;90 anys;homes;població;;19
1986;Selva;90 anys;dones;població;;37
1986;Selva;90 anys;total;població;;56
1986;Selva;91 anys;homes;població;;10
1986;Selva;91 anys;dones;població;;28
1986;Selva;91 anys;total;població;;38
1986;Selva;92 anys;homes;població;;5
1986;Selva;92 anys;dones;població;;15
1986;Selva;92 anys;total;població;;20
1986;Selva;93 anys;homes;població;;2
1986;Selva;93 anys;dones;població;;12
1986;Selva;93 anys;total;població;;14
1986;Selva;94 anys;homes;població;;2
1986;Selva;94 anys;dones;població;;8
1986;Selva;94 anys;total;població;;10
1986;Selva;95 anys;homes;població;;4
1986;Selva;95 anys;dones;població;;6
1986;Selva;95 anys;total;població;;10
1986;Selva;96 anys;homes;població;;4
1986;Selva;96 anys;dones;població;;6
1986;Selva;96 anys;total;població;;10
1986;Selva;97 anys;homes;població;;0
1986;Selva;97 anys;dones;població;;1
1986;Selva;97 anys;total;població;;1
1986;Selva;98 anys;homes;població;;0
1986;Selva;98 anys;dones;població;;0
1986;Selva;98 anys;total;població;;0
1986;Selva;99 anys o més;homes;població;;1
1986;Selva;99 anys o més;dones;població;;4
1986;Selva;99 anys o més;total;població;;5
1986;Selva;No hi consta;homes;població;;25
1986;Selva;No hi consta;dones;població;;21
1986;Selva;No hi consta;total;població;;46
1986;Selva;total;homes;població;;45690
1986;Selva;total;dones;població;;45548
1986;Selva;total;total;població;;91238
1986;Solsonès;0 anys;homes;població;;57
1986;Solsonès;0 anys;dones;població;;41
1986;Solsonès;0 anys;total;població;;98
1986;Solsonès;1 any;homes;població;;56
1986;Solsonès;1 any;dones;població;;46
1986;Solsonès;1 any;total;població;;102
1986;Solsonès;2 anys;homes;població;;53
1986;Solsonès;2 anys;dones;població;;46
1986;Solsonès;2 anys;total;població;;99
1986;Solsonès;3 anys;homes;població;;55
1986;Solsonès;3 anys;dones;població;;82
1986;Solsonès;3 anys;total;població;;137
1986;Solsonès;4 anys;homes;població;;71
1986;Solsonès;4 anys;dones;població;;60
1986;Solsonès;4 anys;total;població;;131
1986;Solsonès;5 anys;homes;població;;61
1986;Solsonès;5 anys;dones;població;;65
1986;Solsonès;5 anys;total;població;;126
1986;Solsonès;6 anys;homes;població;;74
1986;Solsonès;6 anys;dones;població;;81
1986;Solsonès;6 anys;total;població;;155
1986;Solsonès;7 anys;homes;població;;80
1986;Solsonès;7 anys;dones;població;;79
1986;Solsonès;7 anys;total;població;;159
1986;Solsonès;8 anys;homes;població;;73
1986;Solsonès;8 anys;dones;població;;83
1986;Solsonès;8 anys;total;població;;156
1986;Solsonès;9 anys;homes;població;;77
1986;Solsonès;9 anys;dones;població;;85
1986;Solsonès;9 anys;total;població;;162
1986;Solsonès;10 anys;homes;població;;92
1986;Solsonès;10 anys;dones;població;;71
1986;Solsonès;10 anys;total;població;;163
1986;Solsonès;11 anys;homes;població;;100
1986;Solsonès;11 anys;dones;població;;75
1986;Solsonès;11 anys;total;població;;175
1986;Solsonès;12 anys;homes;població;;76
1986;Solsonès;12 anys;dones;població;;87
1986;Solsonès;12 anys;total;població;;163
1986;Solsonès;13 anys;homes;població;;84
1986;Solsonès;13 anys;dones;població;;76
1986;Solsonès;13 anys;total;població;;160
1986;Solsonès;14 anys;homes;població;;78
1986;Solsonès;14 anys;dones;població;;77
1986;Solsonès;14 anys;total;població;;155
1986;Solsonès;15 anys;homes;població;;63
1986;Solsonès;15 anys;dones;població;;75
1986;Solsonès;15 anys;total;població;;138
1986;Solsonès;16 anys;homes;població;;89
1986;Solsonès;16 anys;dones;població;;72
1986;Solsonès;16 anys;total;població;;161
1986;Solsonès;17 anys;homes;població;;67
1986;Solsonès;17 anys;dones;població;;79
1986;Solsonès;17 anys;total;població;;146
1986;Solsonès;18 anys;homes;població;;98
1986;Solsonès;18 anys;dones;població;;76
1986;Solsonès;18 anys;total;població;;174
1986;Solsonès;19 anys;homes;població;;82
1986;Solsonès;19 anys;dones;població;;75
1986;Solsonès;19 anys;total;població;;157
1986;Solsonès;20 anys;homes;població;;93
1986;Solsonès;20 anys;dones;població;;77
1986;Solsonès;20 anys;total;població;;170
1986;Solsonès;21 anys;homes;població;;87
1986;Solsonès;21 anys;dones;població;;81
1986;Solsonès;21 anys;total;població;;168
1986;Solsonès;22 anys;homes;població;;93
1986;Solsonès;22 anys;dones;població;;85
1986;Solsonès;22 anys;total;població;;178
1986;Solsonès;23 anys;homes;població;;84
1986;Solsonès;23 anys;dones;població;;75
1986;Solsonès;23 anys;total;població;;159
1986;Solsonès;24 anys;homes;població;;79
1986;Solsonès;24 anys;dones;població;;62
1986;Solsonès;24 anys;total;població;;141
1986;Solsonès;25 anys;homes;població;;75
1986;Solsonès;25 anys;dones;població;;87
1986;Solsonès;25 anys;total;població;;162
1986;Solsonès;26 anys;homes;població;;98
1986;Solsonès;26 anys;dones;població;;85
1986;Solsonès;26 anys;total;població;;183
1986;Solsonès;27 anys;homes;població;;78
1986;Solsonès;27 anys;dones;població;;87
1986;Solsonès;27 anys;total;població;;165
1986;Solsonès;28 anys;homes;població;;84
1986;Solsonès;28 anys;dones;població;;82
1986;Solsonès;28 anys;total;població;;166
1986;Solsonès;29 anys;homes;població;;77
1986;Solsonès;29 anys;dones;població;;67
1986;Solsonès;29 anys;total;població;;144
1986;Solsonès;30 anys;homes;població;;75
1986;Solsonès;30 anys;dones;població;;83
1986;Solsonès;30 anys;total;població;;158
1986;Solsonès;31 anys;homes;població;;100
1986;Solsonès;31 anys;dones;població;;62
1986;Solsonès;31 anys;total;població;;162
1986;Solsonès;32 anys;homes;població;;93
1986;Solsonès;32 anys;dones;població;;63
1986;Solsonès;32 anys;total;població;;156
1986;Solsonès;33 anys;homes;població;;75
1986;Solsonès;33 anys;dones;població;;58
1986;Solsonès;33 anys;total;població;;133
1986;Solsonès;34 anys;homes;població;;61
1986;Solsonès;34 anys;dones;població;;57
1986;Solsonès;34 anys;total;població;;118
1986;Solsonès;35 anys;homes;població;;58
1986;Solsonès;35 anys;dones;població;;71
1986;Solsonès;35 anys;total;població;;129
1986;Solsonès;36 anys;homes;població;;68
1986;Solsonès;36 anys;dones;població;;66
1986;Solsonès;36 anys;total;població;;134
1986;Solsonès;37 anys;homes;població;;90
1986;Solsonès;37 anys;dones;població;;58
1986;Solsonès;37 anys;total;població;;148
1986;Solsonès;38 anys;homes;població;;85
1986;Solsonès;38 anys;dones;població;;56
1986;Solsonès;38 anys;total;població;;141
1986;Solsonès;39 anys;homes;població;;69
1986;Solsonès;39 anys;dones;població;;52
1986;Solsonès;39 anys;total;població;;121
1986;Solsonès;40 anys;homes;població;;72
1986;Solsonès;40 anys;dones;població;;61
1986;Solsonès;40 anys;total;població;;133
1986;Solsonès;41 anys;homes;població;;56
1986;Solsonès;41 anys;dones;població;;68
1986;Solsonès;41 anys;total;població;;124
1986;Solsonès;42 anys;homes;població;;61
1986;Solsonès;42 anys;dones;població;;50
1986;Solsonès;42 anys;total;població;;111
1986;Solsonès;43 anys;homes;població;;60
1986;Solsonès;43 anys;dones;població;;71
1986;Solsonès;43 anys;total;població;;131
1986;Solsonès;44 anys;homes;població;;50
1986;Solsonès;44 anys;dones;població;;60
1986;Solsonès;44 anys;total;població;;110
1986;Solsonès;45 anys;homes;població;;58
1986;Solsonès;45 anys;dones;població;;63
1986;Solsonès;45 anys;total;població;;121
1986;Solsonès;46 anys;homes;població;;53
1986;Solsonès;46 anys;dones;població;;38
1986;Solsonès;46 anys;total;població;;91
1986;Solsonès;47 anys;homes;població;;37
1986;Solsonès;47 anys;dones;població;;45
1986;Solsonès;47 anys;total;població;;82
1986;Solsonès;48 anys;homes;població;;74
1986;Solsonès;48 anys;dones;població;;60
1986;Solsonès;48 anys;total;població;;134
1986;Solsonès;49 anys;homes;població;;62
1986;Solsonès;49 anys;dones;població;;64
1986;Solsonès;49 anys;total;població;;126
1986;Solsonès;50 anys;homes;població;;63
1986;Solsonès;50 anys;dones;població;;55
1986;Solsonès;50 anys;total;població;;118
1986;Solsonès;51 anys;homes;població;;66
1986;Solsonès;51 anys;dones;població;;61
1986;Solsonès;51 anys;total;població;;127
1986;Solsonès;52 anys;homes;població;;64
